station_name,wigos_station_identifier,traditional_station_identifier,facility_type,latitude,longitude,elevation,territory_name,wmo_region
Sutton,0-20008-0-SUT,SUT,Land (fixed),45.07638931,-72.6791687,243,Canada,IV
TADOULE LAKE CS,0-20000-0-71334,71334,Land (fixed),58.7,-98.5,262.01,Canada,IV
TADOULE LAKE,0-20000-0-71272,71272,Land (fixed),58.70611111,-98.51222222,281.3,Canada,IV
TALO,0-124-10010-M189000,M189000,Land (fixed),69.545119,-93.565255,27.41,Canada,IV
TALOYOAK A,0-20000-0-71580,71580,Land (fixed),69.55,-93.58333333,27.4,Canada,IV
TATLAYOKO LAKE RCS,0-20000-0-71028,71028,Land (fixed),51.66666667,-124.4,863.84,Canada,IV
TAWATINAW AGCM,0-20000-0-71549,71549,Land (fixed),54.29972222,-113.5202778,611,Canada,IV
TEEPEE CREEK AGCM,0-20000-0-71690,71690,Land (fixed),55.35222222,-118.4075,670,Canada,IV
TERRA NOVA NAT PARK CS,0-20000-0-71589,71589,Land (fixed),48.55,-53.96666667,106.7,Canada,IV
TERRACE A,0-20000-0-71951,71951,Land (fixed),54.46638889,-128.5775,217.3,Canada,IV
TERRACE BAY AIRPORT,0-124-0-73018,73018,Land (fixed),48.81532,-87.0918,287.4,Canada,IV
TESLIN (AUT),0-20000-0-71045,71045,Land (fixed),60.174602,-132.733739,705,Canada,IV
TFNO WCDA-PGC,0-124-10010-M087002,M087002,Land (fixed),49.154139,-125.907821,14.09,Canada,IV
THE PAS A,0-20000-0-71867,71867,Land (fixed),53.96666667,-101.1,270.36,Canada,IV
THE PAS CLIMATE,0-20000-0-71695,71695,Land (fixed),53.974777,-101.088926,271.83,Canada,IV
THE PAS UA,0-20001-0-71867,71867,Land (fixed),53.96666667,-101.1,274,Canada,IV
THETFORD MINES RCS,0-20000-0-71494,71494,Land (fixed),46.049134,-71.266448,430.29,Canada,IV
THOMPSON A,0-20000-0-71079,71079,Land (fixed),55.80333333,-97.8625,224.03,Canada,IV
THOMPSON AIRPORT,0-124-0-73072,73072,Land (fixed),55.79882,-97.8766,225,Canada,IV
THOMSEN RIVER,0-20000-0-71916,71916,Land (fixed),73.231011,-119.540672,41.5,Canada,IV
THORSBY AGCM,0-20000-0-71504,71504,Land (fixed),53.21722222,-113.8947222,754,Canada,IV
THREE HILLS,0-20000-0-71249,71249,Land (fixed),51.7675,-113.2055556,857,Canada,IV
THUNDER BAY AWOS,0-20000-0-71749,71749,Land (fixed),48.36666667,-89.31666667,199.3,Canada,IV
THUNDER BAY CS,0-20000-0-71667,71667,Land (fixed),48.36666667,-89.31666667,199.4,Canada,IV
THUNDER BAY,0-20000-0-71072,71072,Land (fixed),48.37194444,-89.32166667,199.3,Canada,IV
TIMMINS CLIMATE,0-20000-0-71193,71193,Land (fixed),48.56666667,-81.36666667,294,Canada,IV
TIMMINS VICTOR POWER A,0-20000-0-71739,71739,Land (fixed),48.56972222,-81.37666667,294.7,Canada,IV
TKTO RACS,0-124-10010-M149000,M149000,Land (fixed),62.489733,-103.282087,306.72,Canada,IV
TOBERMORY RCS,0-20000-0-71767,71767,Land (fixed),45.224,-81.635,213.5,Canada,IV
TOBY,0-124-10010-M173002,M173002,Land (fixed),45.25677,-81.662822,181.53,Canada,IV
TOMAHAWK AGDM,0-20000-0-71566,71566,Land (fixed),53.43944444,-114.7183333,814,Canada,IV
TORONTO BUTTONVILLE A,0-20000-0-71639,71639,Land (fixed),43.86222222,-79.37,198.1,Canada,IV
TORONTO CITY CENTRE,0-20000-0-71265,71265,Land (fixed),43.62861111,-79.395,76.81,Canada,IV
TORONTO CITY,0-20000-0-71508,71508,Land (fixed),43.65,-79.38333333,112.5,Canada,IV
TORONTO LESTER B. PEARSON INT'L A,0-20000-0-71624,71624,Land (fixed),43.67722222,-79.63055556,173.4,Canada,IV
TRACADIE,0-20000-0-71308,71308,Land (fixed),45.6084,-61.6797,66.67,Canada,IV
TRAIL VALLEY,0-20000-0-71683,71683,Land (fixed),68.746245,-133.502305,85.39,Canada,IV
TRAVERS AGCM,0-20000-0-71848,71848,Land (fixed),50.30361111,-112.8625,955,Canada,IV
TRENTON A,0-20000-0-71621,71621,Land (fixed),44.11666667,-77.53333333,86.3,Canada,IV
TROIS RIVIERES,0-124-0-71729,71729,Land (fixed),46.35933,-72.6759,59.76,Canada,IV
TROIS-RIVIERES,0-20000-0-71724,71724,Land (fixed),46.35,-72.5,6.34,Canada,IV
TROUT LAKE,0-20000-0-71166,71166,Land (fixed),60.41666667,-121.25,498,Canada,IV
TUKIALIK BAY,0-20000-0-71179,71179,Land (fixed),54.71583333,-58.35777778,682.6,Canada,IV
TUKT RACS-CHS,0-124-10010-M039007,M039007,Land (fixed),69.438232,-132.994315,5.36,Canada,IV
TUKTOYAKTUK,0-20000-0-71985,71985,Land (fixed),69.43333333,-133.0166667,1.44,Canada,IV
TUKTUT NOGAIT,0-20000-0-71492,71492,Land (fixed),69.18333333,-122.35,551.6,Canada,IV
TULLIBY LAKE AGCM,0-20000-0-71857,71857,Land (fixed),53.66416667,-110.0808333,596,Canada,IV
TWILLINGATE (AUT),0-20000-0-71402,71402,Land (fixed),49.68333333,-54.8,92.3,Canada,IV
TWO HILLS AGDM,0-20000-0-71276,71276,Land (fixed),53.62527778,-111.6783333,678,Canada,IV
Taylor Farm 247 Road,0-124-15003-582,582,Land (fixed),56.1532,-120.61,582,Canada,IV
Taylor South Hill,0-124-15003-580,580,Land (fixed),56.105871,-120.662779,689,Canada,IV
Taylor Townsite,0-124-15003-179,179,Land (fixed),56.150186,-120.686985,474,Canada,IV
Telkwa,0-124-15003-182,182,Land (fixed),54.691482,-127.054334,514,Canada,IV
Tenquille Lake,0-124-15003-1D06P,1D06P,Land (fixed),50.5395,-122.94,1680,Canada,IV
Terrace Skeena Middle School,0-124-15003-473,473,Land (fixed),54.5217,-128.6075,81,Canada,IV
Tetrahedron,0-124-15003-3A28P,3A28P,Land (fixed),49.59785,-123.605,1423,Canada,IV
Toronto,0-20008-0-TOT,TOT,Land (fixed),43.78333282,-79.46666718,198,Canada,IV
Toronto Atmospheric Observatory,0-20008-0-TAO,TAO,Land (fixed),43.660465,-79.398274,110,Canada,IV
Trail Butler Park,0-124-15003-189,189,Land (fixed),49.096218,-117.697828,423,Canada,IV
Trail Columbia Gardens Airport,0-124-15003-192,192,Land (fixed),49.046405,-117.60711,428,Canada,IV
Trout Creek West,0-124-15003-2F01AP,2F01AP,Land (fixed),49.74072,-120.188,1420,Canada,IV
Tsai Creek,0-124-15003-4B17P,4B17P,Land (fixed),54.64617,-127.675,1360,Canada,IV
Turkey Point,0-20008-0-TPD,TPD,Land (fixed),42.6365,-80.5547,231,Canada,IV
UCLU WCDA-PGC,0-124-10010-947001,947001,Land (fixed),48.925634,-125.541623,28.77,Canada,IV
UPPER STEWIACKE RCS,0-20000-0-71753,71753,Land (fixed),45.21666667,-63.05,24.5,Canada,IV
UPSALA (AUT),0-20000-0-71435,71435,Land (fixed),49.03333333,-90.45,488.5,Canada,IV
URANIUM CITY (AUT),0-20000-0-71076,71076,Land (fixed),59.55,-108.4666667,310.08,Canada,IV
UXBRIDGE WEST,0-124-0-71932,71932,Land (fixed),44.09825,-79.1636,320.57,Canada,IV
VAL D' OR A,0-20000-0-71941,71941,Land (fixed),48.05333333,-77.78277778,337.4,Canada,IV
VAL MARIE SOUTHEAST,0-20000-0-71137,71137,Land (fixed),49.0583,-107.5858,796,Canada,IV
VAL-D'OR,0-20000-0-71725,71725,Land (fixed),48.056547,-77.786579,336.92,Canada,IV
VALCARTIER A,0-20000-0-71716,71716,Land (fixed),46.9,-71.5,167.6,Canada,IV
VALD RACS-GSD,0-124-10010-932051,932051,Land (fixed),48.097047,-77.564161,349.81,Canada,IV
VALLEYVIEW AGDM,0-20000-0-71277,71277,Land (fixed),55.09805556,-117.1991667,698,Canada,IV
VANCOUVER HARBOUR CS,0-20000-0-71201,71201,Land (fixed),49.2954,-123.1219,2.5,Canada,IV
VANCOUVER INT'L A,0-20000-0-71892,71892,Land (fixed),49.19472222,-123.1838889,4.3,Canada,IV
VANCOUVER SEA ISLAND CCG,0-20000-0-71608,71608,Land (fixed),49.1825,-123.1872,2.87,Canada,IV
VARENNES,0-20000-0-71184,71184,Land (fixed),45.72305556,-73.37666667,17.9,Canada,IV
VAUXHALL CDA CS,0-20000-0-71251,71251,Land (fixed),50.05,-112.1333,779,Canada,IV
VEGREVILLE,0-20000-0-71458,71458,Land (fixed),53.5053,-112.0978,639.3,Canada,IV
VEP717,0-124-42002-VEP717,VEP717,Sea (fixed),46.7,-48.7,70.1,Canada,IV
VERMILION AGDM,0-20000-0-71278,71278,Land (fixed),53.34388889,-110.8819444,623,Canada,IV
VERNON AUTO,0-20000-0-71115,71115,Land (fixed),50.21666667,-119.1833333,482,Canada,IV
VICTORIA BEACH (AUT),0-20000-0-71552,71552,Land (fixed),50.7,-96.5667,220.1,Canada,IV
VICTORIA GONZALES CS,0-20000-0-71200,71200,Land (fixed),48.413302,-123.324775,61.04,Canada,IV
VICTORIA INT'L A,0-20000-0-71799,71799,Land (fixed),48.64722222,-123.4258333,19.51,Canada,IV
VICTORIA UNIVERSITY CS,0-20000-0-71783,71783,Land (fixed),48.45,-123.3,60.1,Canada,IV
VIKING AGCM,0-20000-0-71888,71888,Land (fixed),53.18222222,-111.7316667,711,Canada,IV
VILNA AGCM,0-20000-0-71761,71761,Land (fixed),54.13,-111.9213889,645,Canada,IV
VINELAND STATION RCS,0-20000-0-71171,71171,Land (fixed),43.18333333,-79.38333333,81.62,Canada,IV
VIOLET GROVE CS,0-20000-0-71062,71062,Land (fixed),53.13333333,-115.1166667,914,Canada,IV
Valemount,0-124-15003-209,209,Land (fixed),52.833056,-119.268056,792,Canada,IV
Vanderhoof Courthouse,0-124-15003-207,207,Land (fixed),54.016476,-124.005724,637,Canada,IV
Vanscoy,0-20008-0-VCY,VCY,Land (fixed),52.20000076,-107.3000031,510,Canada,IV
Vernon Science Centre,0-124-15003-194,194,Land (fixed),50.260617,-119.270723,476,Canada,IV
Vernon UA,0-124-0-73033,73033,Land (fixed),50.26184722,-119.2716667,379,Canada,IV
Victoria Magnetic Observatory,0-124-10001-VIC,VIC,Land (fixed),48.52,-123.42,197,Canada,IV
Victoria Topaz,0-124-15003-8,8,Land (fixed),48.441942,-123.363165,29,Canada,IV
WABUSH A,0-20000-0-71825,71825,Land (fixed),52.92722222,-66.87416667,551.38,Canada,IV
WAGER BAY (AUT),0-20000-0-71049,71049,Land (fixed),65.86666667,-89.43333333,12.02,Canada,IV
WAINWRIGHT CFB AIRFIELD 21,0-20000-0-71118,71118,Land (fixed),52.8294,-111.0956,686.25,Canada,IV
WARFIELD RCS,0-20000-0-71401,71401,Land (fixed),49.1,-117.7333333,571.56,Canada,IV
WASAGAMING,0-20000-0-71444,71444,Land (fixed),50.655,-99.9419,627.4,Canada,IV
WASECA RCS,0-20000-0-71663,71663,Land (fixed),53.11666667,-109.4,642.74,Canada,IV
WASKESIU LAKE,0-20000-0-71454,71454,Land (fixed),53.9167,-106.0667,569.4,Canada,IV
WATERTON PARK GATE,0-20000-0-71154,71154,Land (fixed),49.131256,-113.808608,1291.2,Canada,IV
WATROUS EAST,0-20000-0-71511,71511,Land (fixed),51.66666667,-105.3833333,523.48,Canada,IV
WATSON LAKE (AUT),0-20000-0-71199,71199,Land (fixed),60.116086,-128.831433,683.3,Canada,IV
WAWA A,0-20000-0-71738,71738,Land (fixed),47.96666667,-84.78333333,287.1,Canada,IV
WELCOME ISLAND (AUT),0-20000-0-71751,71751,Land (fixed),48.369485,-89.119559,210.97,Canada,IV
WELLAND-PELHAM,0-20000-0-71752,71752,Land (fixed),42.96666667,-79.31666667,175.07,Canada,IV
WEST BAY OF FUNDY,0-124-600-4400490,4400490,Sea (fixed),44.66056,-66.3686,0,Canada,IV
WEST CHEDABUCTO BAY,0-124-600-4400489,4400489,Sea (fixed),45.48687,-61.141,0,Canada,IV
WEST DIXON ENTRANCE,0-124-600-4600205,4600205,Sea (fixed),54.185,-134.32306,0,Canada,IV
WEST LAKE ONTARIO,0-124-600-4500139,4500139,Sea (fixed),43.25139,-79.53417,74,Canada,IV
WEST MORESBY,0-124-600-4600208,4600208,Sea (fixed),52.515,-132.693,0,Canada,IV
WEST SEA OTTER,0-124-600-4600204,4600204,Sea (fixed),51.40394,-128.68508,0,Canada,IV
WEST VANCOUVER AUT,0-20000-0-71784,71784,Land (fixed),49.347059,-123.193392,170.21,Canada,IV
WESTERN HEAD,0-20000-0-71411,71411,Land (fixed),43.99,-64.664167,10.06,Canada,IV
WESTERN ISLAND (AUT),0-20000-0-71438,71438,Land (fixed),45.03333333,-80.36666667,191.1,Canada,IV
WETASKIWIN AGCM,0-20000-0-71895,71895,Land (fixed),52.98027778,-113.4441667,774,Canada,IV
WEYBURN,0-20000-0-71452,71452,Land (fixed),49.68333333,-103.8,585.59,Canada,IV
WHISTLER - NESTERS,0-20000-0-71687,71687,Land (fixed),50.1289,-122.9546,659,Canada,IV
WHIT CACS-GSD,0-124-10010-7787017,7787017,Land (fixed),60.750509,-135.222088,1419.52,Canada,IV
WHITE ROCK CAMPBELL SCIENTIFIC,0-20000-0-71785,71785,Land (fixed),49.01666667,-122.7833333,13,Canada,IV
WHITECOURT A,0-20000-0-71930,71930,Land (fixed),54.14388889,-115.7866667,782.4,Canada,IV
WHITECOURT,0-20000-0-71256,71256,Land (fixed),54.13333333,-115.7833333,784.7,Canada,IV
WHITEHORSE A,0-20000-0-71964,71964,Land (fixed),60.70944444,-135.0688889,706.2,Canada,IV
WHITEHORSE AUTO,0-20000-0-71773,71773,Land (fixed),60.733208,-135.097817,707,Canada,IV
WHITEHORSE UA,0-20001-0-71964,71964,Land (fixed),60.73277778,-135.0969444,707,Canada,IV
WIARTON A,0-20000-0-71633,71633,Land (fixed),44.74583333,-81.10722222,222.2,Canada,IV
WILL WCDA-PGC,0-124-10010-937011,937011,Land (fixed),52.236863,-122.167794,1110.39,Canada,IV
WILLIAMS LAKE A,0-20000-0-71104,71104,Land (fixed),52.18305556,-122.0541667,939.7,Canada,IV
WILLOW CREEK 1,0-20000-0-71252,71252,Land (fixed),53.38333333,-118.3333333,1370,Canada,IV
WIMBORNE AGCM,0-20000-0-71904,71904,Land (fixed),51.93583333,-113.5908333,940,Canada,IV
WINDSOR A,0-20000-0-71538,71538,Land (fixed),42.27555556,-82.95555556,189.6,Canada,IV
WINN RACS-GSD,0-124-10010-974000,974000,Land (fixed),49.900594,-97.259466,248.28,Canada,IV
WINNIPEG 'A' CS,0-20000-0-71849,71849,Land (fixed),49.915922,-97.249197,238.7,Canada,IV
WINNIPEG RICHARDSON INT'L A,0-20000-0-71852,71852,Land (fixed),49.91666667,-97.23333333,238.7,Canada,IV
WINNIPEG THE FORKS,0-20000-0-71579,71579,Land (fixed),49.88333333,-97.11666667,230,Canada,IV
WINNIPEG UA,0-20000-0-71843,71843,Land (fixed),49.8,-97.13333333,227,Canada,IV
WINTERLAND BRANCH HILL,0-124-0-73080,73080,Land (fixed),47.1365,-55.3263,30.48,Canada,IV
WINTERLAND,0-20000-0-71181,71181,Land (fixed),47.13638889,-55.3275,29.26,Canada,IV
WOODSTOCK NEWBRIDGE,0-124-0-71606,71606,Land (fixed),46.15223,-67.5427,142.53,Canada,IV
WRECKHOUSE,0-20000-0-71180,71180,Land (fixed),47.7,-59.3,32.7,Canada,IV
WRENTHAM AGDM,0-20000-0-71343,71343,Land (fixed),49.5,-112.1166667,943.94,Canada,IV
WSLB WCDA-PGC,0-124-10010-M167000,M167000,Land (fixed),50.126535,-122.921172,924.34,Canada,IV
WYNYARD (AUT),0-20000-0-71865,71865,Land (fixed),51.75,-104.1833333,560.1,Canada,IV
Walsingham,0-20008-0-WSH,WSH,Land (fixed),42.59999847,-80.59999847,200,Canada,IV
Warfield  Elementary School,0-124-15003-196,196,Land (fixed),49.095439,-117.74683,610,Canada,IV
Warfield Haley Park,0-124-15003-587,587,Land (fixed),49.09729,-117.744,600,Canada,IV
Warsaw Caves,0-20008-0-WAR,WAR,Land (fixed),44.43055725,-78.13054657,230,Canada,IV
West Kelowna AGRI,0-124-15005-AGWK004,AGWK004,Land (fixed),49.8626,-119.585,487,Canada,IV
Westham Island AGRI,0-124-15005-AGWI027,AGWI027,Land (fixed),49.0827,-123.158,7,Canada,IV
Whistler Mountain,0-20008-0-WHI,WHI,Land (fixed),50.05929947,-122.9576035,2182,Canada,IV
Whiterocks Mountain,0-124-15003-2F09P,2F09P,Land (fixed),50.01691,-119.746,1795,Canada,IV
Whiteshell Magnetic Observatory,0-124-10001-WHS,WHS,Land (fixed),49.8,-95.25,336,Canada,IV
Williams Lake Columneetza School,0-124-15003-16,16,Land (fixed),52.14428,-122.150391,631,Canada,IV
Williams Lake Columneetza School,0-124-15003-549,549,Land (fixed),52.14428,-122.150391,631,Canada,IV
Willow Creek Mine,0-124-15003-579,579,Land (fixed),55.6355,-122.236,626,Canada,IV
Willow Flats Compressor Station,0-124-15003-590,590,Land (fixed),55.6478,-122.2039,630,Canada,IV
Winnipeg,0-20008-0-WPG,WPG,Land (fixed),49.90000153,-97.23332977,239,Canada,IV
YARMOUTH A,0-20000-0-71603,71603,Land (fixed),43.83083333,-66.08861111,43,Canada,IV
YARMOUTH RCS,0-20000-0-71884,71884,Land (fixed),43.8309,-66.0881,36,Canada,IV
YARMOUTH UA,0-20001-0-71603,71603,Land (fixed),43.86666667,-66.1,8.9,Canada,IV
YELL CACS-GSD,0-124-10010-889201,889201,Land (fixed),62.480887,-114.480679,207.67,Canada,IV
YELLOW GRASS NORTH,0-124-0-73001,73001,Land (fixed),49.82025,-104.181,577.73,Canada,IV
YELLOWKNIFE (CAP16),0-20000-0-71650,71650,Land (fixed),62.47611111,-114.4686111,210,Canada,IV
YELLOWKNIFE A,0-20000-0-71936,71936,Land (fixed),62.46277778,-114.4402778,205.7,Canada,IV
YOHIN,0-20000-0-71020,71020,Land (fixed),61.23333333,-123.7333333,204,Canada,IV
YOHO PARK,0-20000-0-71786,71786,Land (fixed),51.4429,-116.3445,1602,Canada,IV
YORKTON RCS,0-20000-0-71886,71886,Land (fixed),51.260003,-102.461318,494.22,Canada,IV
YORKTON,0-20000-0-71138,71138,Land (fixed),51.26472222,-102.4616667,498.3,Canada,IV
YORKTON,0-20000-0-71292,71292,Land (fixed),51.26472222,-102.4616667,498.3,Canada,IV
Yanks Peak,0-124-15003-1C41P,1C41P,Land (fixed),52.83167,-121.355,1670,Canada,IV
Yarmouth,0-20008-0-YAR,YAR,Land (fixed),43.86999893,-66.09999847,9,Canada,IV
Yellowhead Lake,0-124-15003-1A01P,1A01P,Land (fixed),52.90667,-118.548,1860,Canada,IV
Yellowknife Magnetic Observatory,0-124-10001-YKC,YKC,Land (fixed),62.48,-114.482,198,Canada,IV
Yorkton,0-20008-0-YOR,YOR,Land (fixed),51.25999832,-102.4700012,504,Canada,IV
CAYMAN BRAC,0-20000-0-78383,78383,Land (fixed),19.68333333,-79.88333333,0,Cayman Islands,IV
GRAND CAYMAN - HIGH ROCK,0-20000-0-78385,78385,Land (fixed),19.32861111,-81.14361111,0.91,Cayman Islands,IV
OWEN ROBERTS AIRPORT GRAND CAYMAN,0-20000-0-78384,78384,Land (fixed),19.29166667,-81.35833333,3,Cayman Islands,IV
PROVIDENCIA (ISLA)/EL EMBRUJO,0-20000-0-80002,80002,Land (fixed),13.36666667,-81.35,6,Colombia,IV
SAN ANDRES (ISLA)/SESQUICENTENARIO,0-20000-0-80001,80001,Land (fixed),12.58333333,-81.71666667,1,Colombia,IV
San AndrÃ©s,0-20008-0-SAS,SAS,Land (fixed),12.58805561,-81.70111084,1,Colombia,IV
Aeropuerto Internacional Daniel Oduber,0-20000-0-78774,78774,Land (fixed),10.6,-85.53333333,80,Costa Rica,IV
Aeropuerto Internacional Juan SantamarÃ­a,0-20000-0-78762,78762,Land (fixed),9.983333333,-84.18333333,0,Costa Rica,IV
Aeropuerto Internacional TobÃ­as BolaÃ±os Palma,0-20000-0-78764,78764,Land (fixed),9.95,-84.13333333,997,Costa Rica,IV
Aeropuerto Internacional de LimÃ³n,0-20000-0-78767,78767,Land (fixed),9.966666667,-83.01666667,5,Costa Rica,IV
Alajuela,0-20008-0-ALC,ALC,Land (fixed),9.979999542,-84.20999908,899,Costa Rica,IV
Centro de Investigaciones GeofÃ­sicas,0-188-10-1150101,1150101,Land (fixed),9.9362205,-84.0449628,1100,Costa Rica,IV
Comando Los Chiles,0-188-0-69633,69633,Land (fixed),11.031654,-84.711671,40,Costa Rica,IV
Coto 49,0-188-0-100651,100651,Land (fixed),8.631293,-82.966964,28,Costa Rica,IV
Finca La Ceiba,0-188-0-72157,72157,Land (fixed),10.1111111,-85.3175,5,Costa Rica,IV
Heredia,0-20008-0-HEC,HEC,Land (fixed),10,-84.06999969,1144,Costa Rica,IV
PUNTARENAS,0-20000-0-78760,78760,Land (fixed),9.966666667,-84.83333333,5,Costa Rica,IV
Sixaola,0-188-0-87013,87013,Land (fixed),9.527504,-82.633899,10,Costa Rica,IV
AEROPUERTO JOSE MARTI,0-20000-0-78224,78224,Land (fixed),22.98333333,-82.4,0,Cuba,IV
AGUADA DE PASAJEROS,0-20000-0-78335,78335,Land (fixed),22.38333333,-80.85,0,Cuba,IV
ARTEMISA,0-20000-0-78319,78319,Land (fixed),22.8,-82.75,0,Cuba,IV
BAHIA HONDA,0-20000-0-78318,78318,Land (fixed),22.91666667,-83.16666667,0,Cuba,IV
BAINOA,0-20000-0-78340,78340,Land (fixed),23.03333333,-81.91666667,0,Cuba,IV
BARACOA,0-20000-0-78268,78268,Land (fixed),20.35,-74.5,0,Cuba,IV
BATABANO,0-20000-0-78322,78322,Land (fixed),22.71666667,-82.28333333,0,Cuba,IV
BAUTA,0-20000-0-78376,78376,Land (fixed),22.96666667,-82.53333333,0,Cuba,IV
CABO CRUZ,0-20000-0-78360,78360,Land (fixed),19.85,-77.23333333,0,Cuba,IV
CABO SAN ANTONIO,0-20000-0-78310,78310,Land (fixed),21.86666667,-84.95,0,Cuba,IV
CAIBARIEN,0-20000-0-78348,78348,Land (fixed),22.51666667,-79.45,0,Cuba,IV
CAMAGUEY,0-20000-0-78355,78355,Land (fixed),21.4,-77.85,0,Cuba,IV
CAMAGUEY AEROPUERTO,0-20000-0-78255,78255,Land (fixed),21.41666667,-77.85,0,Cuba,IV
CAMILO CIENFUEGOS,0-20000-0-78347,78347,Land (fixed),22.15,-78.75,0,Cuba,IV
CANTARRANA,0-20000-0-78344,78344,Land (fixed),21.91666667,-80.16666667,0,Cuba,IV
CASA BLANCA,0-20000-0-78325,78325,Land (fixed),23.16666667,-82.35,0,Cuba,IV
CAYO COCO,0-20000-0-78339,78339,Land (fixed),22.51666667,-78.45,0,Cuba,IV
CIENFUEGOS,0-20000-0-78244,78244,Land (fixed),22.15,-80.4,0,Cuba,IV
COLON,0-20000-0-78332,78332,Land (fixed),22.68333333,-80.93333333,0,Cuba,IV
CONTRAMAESTRE,0-20000-0-78363,78363,Land (fixed),20.28333333,-76.25,0,Cuba,IV
EL JIBARO,0-20000-0-78341,78341,Land (fixed),21.71666667,-79.21666667,0,Cuba,IV
EL YABU,0-20000-0-78343,78343,Land (fixed),22.43333333,-79.98333333,0,Cuba,IV
ESMERALDA,0-20000-0-78352,78352,Land (fixed),21.85,-78.11666667,0,Cuba,IV
FLORIDA,0-20000-0-78350,78350,Land (fixed),21.51666667,-78.23333333,0,Cuba,IV
GRAN PIEDRA,0-20000-0-78366,78366,Land (fixed),20.03333333,-75.63333333,0,Cuba,IV
GUANTANAMO,0-20000-0-78368,78368,Land (fixed),20.13333333,-75.23333333,0,Cuba,IV
GUANTANAMO,0-20000-0-78267,78267,Land (fixed),20.08333333,-75.15,0,Cuba,IV
GUANTANAMO,0-20000-0-78367,78367,Land (fixed),19.9,-75.13333333,0,Cuba,IV
GUARO,0-20000-0-78370,78370,Land (fixed),20.66666667,-75.78333333,0,Cuba,IV
GUINES,0-20000-0-78323,78323,Land (fixed),22.85,-82.03333333,0,Cuba,IV
GUIRA DE MELENA,0-20000-0-78320,78320,Land (fixed),22.78333333,-82.51666667,0,Cuba,IV
INDIO HATUEY,0-20000-0-78329,78329,Land (fixed),22.81666667,-81,0,Cuba,IV
ISABEL RUBIO,0-20000-0-78313,78313,Land (fixed),22.16666667,-84.1,0,Cuba,IV
JAGUEY GRANDE,0-20000-0-78331,78331,Land (fixed),22.63333333,-81.26666667,0,Cuba,IV
JOVELLANOS,0-20000-0-78330,78330,Land (fixed),22.78333333,-81.18333333,0,Cuba,IV
JUCARITO,0-20000-0-78361,78361,Land (fixed),20.66666667,-76.9,0,Cuba,IV
JUCARO,0-20000-0-78345,78345,Land (fixed),21.61666667,-78.85,0,Cuba,IV
LA BAJADA,0-20000-0-78311,78311,Land (fixed),21.91666667,-84.46666667,0,Cuba,IV
LA FE,0-20000-0-78321,78321,Land (fixed),21.73333333,-82.76666667,0,Cuba,IV
LA JIQUIMA,0-20000-0-78362,78362,Land (fixed),20.93333333,-76.53333333,0,Cuba,IV
LA PALMA,0-20000-0-78316,78316,Land (fixed),22.76666667,-83.55,0,Cuba,IV
LAS TUNAS,0-20000-0-78357,78357,Land (fixed),20.95,-76.95,0,Cuba,IV
LOMA EL MANEY,0-20000-0-78379,78379,Land (fixed),19.91666667,-77.41666667,0,Cuba,IV
La Habana,0-20008-0-LHB,LHB,Land (fixed),23.14999962,-82.34999847,50,Cuba,IV
La Palma,0-20008-0-PLM,PLM,Land (fixed),22.75166702,-83.53472137,47,Cuba,IV
MANSANILLO,0-20000-0-78359,78359,Land (fixed),20.33333333,-77.13333333,0,Cuba,IV
MANZANILLO,0-20000-0-78256,78256,Land (fixed),20.33333333,-77.11666667,0,Cuba,IV
MELENA DEL SUR,0-20000-0-78375,78375,Land (fixed),22.76666667,-82.13333333,0,Cuba,IV
NUEVA GERONA,0-20000-0-78221,78221,Land (fixed),21.83333333,-82.78333333,0,Cuba,IV
NUEVITAS,0-20000-0-78353,78353,Land (fixed),21.53333333,-77.25,0,Cuba,IV
PALO SECO,0-20000-0-78354,78354,Land (fixed),21.13333333,-77.31666667,0,Cuba,IV
PASO REAL DE SAN DIEGO,0-20000-0-78317,78317,Land (fixed),22.55,-83.3,0,Cuba,IV
PICO SAN JUAN,0-20000-0-78336,78336,Land (fixed),21.91666667,-80.16666667,0,Cuba,IV
PINAR DEL RIO,0-20000-0-78315,78315,Land (fixed),22.41666667,-83.68333333,0,Cuba,IV
PINARES DE MAYARI,0-20000-0-78371,78371,Land (fixed),20.48333333,-75.8,0,Cuba,IV
PLAYA GIRON,0-20000-0-78333,78333,Land (fixed),22.06666667,-81.03333333,0,Cuba,IV
PUERTO PADRE,0-20000-0-78358,78358,Land (fixed),21.2,-76.61666667,0,Cuba,IV
PUNTA DE MAISI,0-20000-0-78369,78369,Land (fixed),20.25,-74.15,0,Cuba,IV
PUNTA DEL ESTE,0-20000-0-78324,78324,Land (fixed),21.55,-82.53333333,0,Cuba,IV
PUNTA LUCRECIA,0-20000-0-78365,78365,Land (fixed),21.06666667,-75.61666667,0,Cuba,IV
SAGUA LA GRANDE,0-20000-0-78338,78338,Land (fixed),22.81666667,-80.08333333,0,Cuba,IV
SAN JUAN Y MARTINEZ,0-20000-0-78314,78314,Land (fixed),22.28333333,-83.83333333,0,Cuba,IV
SANCTI SPIRITUS,0-20000-0-78349,78349,Land (fixed),21.93333333,-79.45,0,Cuba,IV
SANTA CRUZ DEL SUR,0-20000-0-78351,78351,Land (fixed),20.71666667,-78,0,Cuba,IV
SANTA LUCIA,0-20000-0-78312,78312,Land (fixed),22.66666667,-83.96666667,0,Cuba,IV
